tweet_id,cleaned_text,airline_sentiment
568962582934978562,united passenger seated crew ready wheresthepilot flt ord hope isnt bar,negative
568962468766212097,united booked tix month ago cheaper customer service useless whats,negative
568961737715789824,united ua still taking pm im stuck tarmac ua waiting get,negative
568961016782036992,united youre right good caught mechanical failure bad blanket ok,negative
568960570486976513,united sitting ua getting delayed operation cant find captain ridiculous united,negative
568959737544339456,united truly worst day flying ever experienced,negative
568958380032860160,united guy made day treated well thank,positive
568958227888500736,united stuck houston cant seem get plane destination time perfect flying condition,negative
568958107205783554,united phone customer service team bad think time consider switching airline,negative
568957558444175360,united much longer united phone hour straighten star alliance upgrade,negative
568957349534289920,united verify wheelchair assistance requested next flight,neutral
568957001658724353,left dildo plane way get back united,neutral
568955862124863488,united dont know last name karen call center terrific friendly helpful terrific representative kudos,positive
568955339607019521,united im cancelled flighting mileageplus card never business clearly dont care customer,negative
568955124300820480,united thank good service safe flight way home,positive
568955060165554176,even ask dm offer help cant anything united terriblecustomerservice unitedairlines,negative
568954593591369728,united yes appreciated misinformation damage credibility may want someone observe newark fwiw,negative
568954266628575232,united guy suck,negative
568954048038055936,united never fails flying fc order ravioli get chicken tell fa say told people wanted chickenidiot,negative
568954046700064768,united second time flying houston min waiting luggage baggage typical still waiting,negative
568953367646625792,united flight went great improved view airline cheer flight attendents ua deserve raise,positive
568952850908213248,united horrible service attitude asked information make want fly united ever platinummember,negative
568951922734055424,united rep hung min hold asked supervisor im furious right,negative
568951819969232896,united question interview process one interview last person good bad,neutral
568951601777512448,united thank hr terminal dulles airport,negative
568951462413209601,united go bankrupt transfer asset luv would great,negative
568951377231114240,united landing chicago saw already airborne,neutral
568950980471103489,united marcus helped good agent couldnt fix flight listed website unavailableto book false advertising much,negative
568950850615316480,united may hit new status year ive flown several time year tried book yall every time,positive
568950706008231936,united unsmiling rep told u hotel shuttle come like every minute breezy min late flightr taking cab going reimburse,negative
568950548411461632,united someone miss connecting flight airline last flight day fix,negative
568949970080018433,united yes needed plenty assistance received none,negative
568949545972961280,united tonight got hotel hr traveling still reaching destination disappointed thanks,negative
568948971923742720,united thank reply emailed customer care department experience,negative
568948323916255233,united file claim agent wont let speak supervisor claim number expired wont find bag,negative
568948016662474752,united done something make ill tweet,neutral
568948008160661504,united one interview last person mean,negative
568947922731028480,united flown time last day flight delayed huge mistake part dont fly united,negative
568947542899052544,united received notification inflight wifi ua flysfo sydneyairport amazing,positive
568947313676148737,united yes taking two day get bag delivered missed full day skiing,negative
568946825798905856,united give recognition deserves,positive
568946758404808704,united shes type person make customer day fly time year amp shes one top flight attendant ive,positive
568944096687075329,united made remove pound checked bag otherwise would charge loyal flier year time change,negative
568942578026086401,united sitting plane unreal day nightmare end,negative
568941851228528642,united suck southwestair youre best,positive
568940548301549568,united let u gate ua,negative
568938647795314688,united amp top free tv intl leg im sitting tarmac houston min past departure w another hr plus go,negative
568935475815292928,united dtv doesnt work pilot late flight wont let yr old fly next paid upgrade unitedsucks,negative
568934749571387392,united loyalty team basically flipped via phone thanks maybe google loyalty get back lol,negative
568934521506107392,hey united job dont give safety spin plane broke original flight unitedsucks,negative
568933083472220160,united thank,positive
568932735181578240,united mean beyond opaque maintenance issue yes would basic customer service ewr staff cant manage,negative
568932482323623937,united dear ted dont care mileage plus card pay lot bye bye united,negative
568931996891807744,united terminal gate b flt take terminal gate swiss air lx,neutral
568931924166574080,united sad dont think important resolve client facing team behaves disgraceful,negative
568931759150084096,united help girlfriend amy lloyd going miss flt zurich bc fault need golf cart meet ord,negative
568931637699829761,united epicfail former gate agent pia walked away quit luckily responsible pia agent saved day,negative
568931356287365120,united problem told aircraft way,negative
568931215149039617,united thx sitting plane hr refuel cant even make stuff,negative
568930692551221248,united know use twitter bro terminal look like bosnia here another pic,negative
568929299350179840,united far worst airline plane delay round trip flight possible,negative
568928251554299906,united took care rent car drive hour retrieve belonging due united error,negative
568928163058724865,united ill probably miss next connection,negative
568927730160549888,united chance youll ever cpu jfklax like americanair,neutral
568927727627202560,united may think im joking blowing proportion last united flight delayed significantly late flight,negative
568927631103696896,united case delayed due mechanical issue update departure time cancelled flight goddamn flight go delta,negative
568927281747505152,united day plane mechanical issue hr late flight sitting plane insane,negative
568926552836182016,united didnt get message ill resend number,negative
568926321369153536,united yes filled form last year dont case number handy guess im cut historical society afterall,neutral
568925709189705728,united idiot designed seat armrest tv remote amp resting elbow dont mix seatmate keep changing channel amp blasting volume,negative
568925583939375104,united bump group wont forced check bag wait minute lga,negative
568924206152306688,united listen learn amp remove pqd requirement insulting ha,negative
568923233866555392,united thank reply fill form submit requested good know youre paying attention,positive
568922616800657411,united gate agent alavera amazing,positive
568922057552977920,united need youto better airline lol,negative
568921968818270208,united agent forced check carry bag received bag found crew stolen u lost business,negative
568921625715814401,united win top mark customer service via twitter turned poor experience positive many thanks effort,positive
568921407813521409,united reallyyou charge check bag put different flightstill dont bag,negative
568921163901984768,united havent released travel advisory iad tomorrow,negative
568920314073260032,united cross country flight sfogtbos wifi even soda quality inflight entertainment sad,negative
568919686978641920,united really getting horrible much tucking kid tonight delta transfer milesstatus right,negative
568919230671794176,united interview long take hear back,neutral
568918820632403969,united think problem resolution decided end especially youd like continue flying airline,negative
568918759664021504,united roundtrip london delta think fyi thats another k lost moneynotspentonunited unfriendlyskies,negative
568917936783491073,united already flight booking problem next week trip americanair thanks making choice easy disunited unfriendlyskies servicefail,negative
568917792172351488,united flight experience r often frustrating day ua chi wpg flight attendant april amazing shes best,positive
568917786921009153,united also group total b,negative
568917611565592577,united dont ask patient without offering something return,negative
568917429033652226,united like clockwork friday afternoon flight la den running late flight seem happen consistently keepit,negative
568917261869674497,united americanair southwestair delta jetblue getting business unfriendlyskies unbelievable,negative
568916446710857728,united free booze bach party would make better ordgtmsy delayed enjoy either way thanks,positive
568916345506566145,united name boarding pas think might really need idea,neutral
568916213130096640,united sitting seat flight back vega chicago someone left folder look important seat pocket,neutral
568915741551886336,united incompetentrude service today missed connecting flight customer service desk terrible really upset w untd,negative
568913508936458240,united terrible experience ua th st exit row economy zero legroom row booked return cant change,negative
568911315026063361,united hour late flightr ive transit total twelve hoursplease change plane flight ridiculous sfo,negative
568910880416464897,united good man isnt fault plane maintenance issue,positive
568910220644237312,united delay flight ua painful sure hope doesnt cause luggage miss ua flight new delhi,negative
568909613770211329,united yes unbelievable free fare lock,negative
568908748732760064,united battierccipuppy puppy cute look forward board thanks high five ey,positive
568908474601639936,united worst airline beware maintain plain runway past hour,negative
568905448897654784,united free like airline anymore,negative
568905087608881152,united existing reservation fine talking longer cmhord option get late flight,negative
568904684561408000,united please tell im going make connecting flight ohare stl southbendinwhere,neutral
568903773491306496,united lindsay darn terrible memory part know headed back iad pit tonight,neutral
568903479722246144,united know im sure hear time dont like new seat im small guy feel new plane tight,negative
568903193930764288,united hr ord another tarmac refuse move earlier flight make iflyalot b,negative
568903082765000704,united ok thanks clarification,neutral
568902492118888448,united coming back iflyoakland huge east bay customer base due sfo miss,positive
568902405909143552,united also doesnt help im frequent flier united premiere gold apparently mean nothing,negative
568902044561465344,united delayed another hour,negative
568901828055707648,united million mile flier im embarrassed ask long ago launched,neutral
568901675903119360,united cant beat storm town wait issue policy late flight nw issued storm warning already,negative
568900980080709632,united skywest miss one probably aspen event fail,negative
568900770860392448,united dont need apology need bag took minute landing get unacceptable,negative
568900079962075137,united add wifi entertainment old seat ill come back,negative
568899587424931840,united fly sfo honululu get pushed back hour look like delay beg plz sort soon,negative
568899516872568832,united thanks catch conection,positive
568899252149035008,united super lame charge tv international flight u isnt,negative
568898792755470336,united volunteer give seat people sit minute plane waiting add people letsgo,negative
568898784861814785,united going transfer car airport couldnt get,negative
568897992712802304,united next time volunteer let gate check bag space since obviously cant deliver timely manner,negative
568897757991186432,united im sorry cold chicago dont see mean take minute priority bag show carousel,negative
568895856750899202,united long take customer feedback respond complaint,neutral
568895842293309440,united making miss big snow montana cool,negative
568895188338380801,united might airline offering waiverskeep good fight,negative
568894996683870208,united frontier,neutral
568894575596580864,united thank help appreciated,positive
568894256070287360,united fyi went similar flight last week,neutral
568894073345437697,united know check complaint ticket said dinner booked changed refreshment wheres refund,negative
568893623099654144,united bag mia since wednesday still word well ever see lostluggage frustrated,negative
568893275907575808,united assume benefit apply reservation way partner diff re use combine re,neutral
568893072001646592,united u air,neutral
568892505829347329,united cant american airline suppose,negative
568890960358166528,united love report horrible flight team let make worseas get seatout snack,negative
568890017365561344,united uhuhgroup trying get nashville iad today instead tomorrowwhy preemptive though,neutral
568889252185903104,united thanks moving dad mom flight helped make birthday start friendlyfriday awesomeness paw,positive
568887455044259842,united need get together flight cancelled flightled stranded car baggage lost never get right,negative
568887240685785089,united blood service make appt today,neutral
568885959225446400,united worth saying litter singapore get caned rule say united,negative
568885581297651713,united waiving change fee snow storm coming tomorrow iad winter storm warning tomorrow already whats,neutral
568885556718907392,united yes ill sending email customer service today,neutral
568885498464374785,united im fully aware rule harsh toward client especially since youre going resell seat,negative
568885117373927425,united wont check carry watched handler throw bag miss conveyer belt sat min,negative
568884491294351360,united waste time airline get automated message disappointing always,negative
568884473040752641,united mean within one week filed compensation complaint website,negative
568884344221081600,united sure however ticket included one checked bag therefore charge extra completely unanticipated,negative
568884211739971584,united dgoodspeed follow maintenance team thanks tweet kp thank united care,positive
568883744246878208,united terribly disappointed confirmed reservation delayed cust service staff helpful finding alternate solution,negative
568883664219537408,united checkin luggage employee told include wheel dimension,neutral
568883475534745600,united dmangenvisualclubconceptscom,neutral
568883108377808896,united ticket refunded purchased brother flycould used refunded credit fly respond,neutral
568882789082222592,united besides fact one week ago delayed hour impressed,negative
568882601261273089,united one checked bag checked edinburgh however charged randomly dc newark,negative
568882449922416641,united purchase ticket entitled check bag however charged extra dollar domestic transport,negative
568882079091400705,united thank u hr delay boarding u onto plane reek vomit flight attendant indicated wasnt cleaned properly,negative
568881812174299137,united never grossed life disappointmentyet againflying,negative
568881593395208192,united need add service dog itinerary tomorrow,neutral
568881580015366145,united thanks delaying flight hour boarding u onto flight reek vomit wasnt cleaned properly,negative
568881357583097857,united landed might want check flight plane houston sound takeoff amp landing,negative
568880036234682370,united cant even look right ill call im mad,negative
568878265814949889,united dm ed u request num,neutral
568878121958694912,united requested online refund option denied saying ticket used hope understand problem approach,negative
568877993453420544,united nope still sitting gate,negative
568877085479071744,united bagage take cabin dont need checkincorrect,neutral
568875530671554561,united exactly,neutral
568874741249007616,united passenger waited inside flight runway returned back gate count valid journey,negative
568874496507174912,united yes partly used delewr used return flight cancelled flightled due technical glitch operation,negative
568873730182504448,united thank appreciate response,positive
568873474392854530,united old school ride home lax houston flyingretro,neutral
568873031428415489,united appreciate looking compensate anything trouble still havent taken flight,negative
568872291427160065,united mine gjqxj husband acw cant dm reason,neutral
568872120471687168,united thank thank thank contacting thank offer travel certificate unitedairlines,positive
568871357007704064,united another terrible experience united discrimination delay help customer service united notimpressed,negative
568871340498821120,united hi flying iad tomorrow evening expect delay cancelled flightlations snow storm,neutral
568871143022731265,united business decision made inconvenience possibly cause lost customer good business decision cranky,negative
568870394708545536,united sent dm thanks incredibly happy fast response got via twitter via customer care thank,positive
568868944557133825,united please provide update ua flight stranded united information crew plane,negative
568868515857321985,united thanks reminding much easier fly southwest get agent sfo,negative
568868305697525761,united perfect work thank,positive
568865640569806848,united thats still one day visa expiring june booked flight day,negative
568864796717805568,united followback dm plz,neutral
568862914154770432,united miaewr excellent crew ewriad crew load bag waiting w door open freezing min past departure,negative
568862907850743808,united customer service crap,negative
568860978231709697,united thanks ground crew surprised flight arrive beingsuckontarmacsucks,negative
568860389640962048,united mechanical issue look like got fixed thanks concern,positive
568860308980117504,united ua sitting tarmac ord visibly gate open reassign gate,negative
568859726315827200,united thanks,positive
568859503472422912,united usually issue express sfo positive note mainline p enjoyable,negative
568859157253611520,united sato rebooked upset travel office fix couldnt,negative
568858368829313024,united kind unnerving watch guy deicing plane text phone whole time,negative
568858361011154944,united refreshes browser right checkouterror load message ticket price increased matter sec dounotwantmybusiness,negative
568857956470517760,united jedediahbila united voted every year one worst airline enjoy title give jedediah free pass,negative
568857374934601728,united think board back plane whatstheholdup chitocle,negative
568855505747095552,united plane thanks maybe dont let many people check teeming moron,positive
568855468975759360,united thanksseat made year old broken tv flightsyearmy last airline,negative
568855465842466817,united ua need deicing stat weve waited turn,neutral
568855251123449856,united yes ive boarded way many time amp never show pas tarmac multiple time path railed way,neutral
568855071322198016,united bobwesson fair enough united everybody best although slight delay turning cancelled flightlation,negative
568854401802051584,united still waiting bag never got delivered yesterday cant reach real person help sending dm ref number,negative
568854214136479744,united worst flight experience ive ever never ever fly airline,negative
568854082536001536,united go thru detail flight want w recording repeat real person get line,negative
568853249551409153,united look like came thanks help,positive
568853244476309504,united anything yet jj,neutral
568851544537481216,united would person take hour hour wait time tell lie,negative
568851512509800448,united hey dm working ua,negative
568851396923146240,united refund team far customer care courtesy need training work ethic like sir u r lying help,negative
568850852909342720,united splitting flight quadruple price,negative
568850826552320000,united contd told asking refund used ticket flight got cancelled flightled ticket used,negative
568850600261226496,united several trial several hour waiting phone contact customer care get refund get cold shoulder,negative
568849007641911296,united booked paid flight get denver specific time meeting failed wasnt caused weather,negative
568848928466198530,united since get good transcontinental flight h pleasurerelief,positive
568848699960332288,united dont understand isnt flight paid premium getting cancelled flighted best next available flight,negative
568848259008962560,united flight awful one lavatory functioning people lining bumping etc cant use st class bathroom ridiculous,negative
568847735530643457,united current board food menu available anywhere online,neutral
568847616404004864,united airline changing mileageplus program winner loser,neutral
568847199460835328,united actually arent still parked,negative
568846499431337984,put sun carry rt united antkneee right would heat wave enjoy warmth bring home jj,neutral
568845724110213120,united thanks,positive
568845539405656064,united thanks prompt response another hour enjoy vacation perhaps bug app still show,positive
568844772191940608,united apply one travel certificate per itinerary even multiple flight,negative
568844097374560256,united appreciate sentiment able get groundstill missed connection,positive
568844078730727424,united log view reservation try view specific reservation amp take back login page,negative
568842531531681792,united go round amp round going week,neutral
568842357069770752,thank united prompt assistance,positive
568841631585021952,united time flight delayed miss next flight time youve lost baggage clean clothes flight thx,negative
568841528455659520,united looked email chain one,neutral
568840701850419200,united hell mile expire really looking forward accruing enough free flight year,negative
568837615220166657,united thanks timely update,positive
568837168350699520,united also want naming right first child fly home visit mother avoid winter depression,neutral
568836728716333056,united im familiar procedure wouldnt first time unitedairlines lost one bag unhappytraveler,negative
568836642825375744,united get giving inaccuratemisleading info doesnt seem like great way hopethegearmakesitintact,negative
568835810532794368,united cleaning regional jet take hour,negative
568835255722860544,united baggage check flight crew friendliest ever flight ogg lax,positive
568835134603931649,united thanks mean minute make international connection hkg,neutral
568834890046832640,united jedediahbila kp traveling trying cheer m bila,neutral
568834851517771776,united tried charge flight tried make change phone including change fee wtf,negative
568834824410148864,united thank offer sorted,positive
568834799592448000,united workin waiting reply,neutral
568833209288372224,united flight rolling delay hour minute,negative
568832931382366209,united believe customer service last post narita tokyo sent motel rest said standby maybe day,negative
568832749093687296,united think best first class ever gotten denver lax wonderful,positive
568832682269888512,united course inflight crew great,positive
568832576468746240,united well played lo,positive
568832394196684800,united pilot ua landed plane like gently placing u pile whipped cream smoothest landing ever,positive
568832151119990784,united website complete joke using safari,negative
568831929102913536,united new seat canadaair regional jet plain suck,negative
568831798857195520,united im another country please cancelled flight reservation ive booked swiss air,neutral
568831574474661888,united airline abuse expensive video equipment overcharge privilege via robthecameraman,negative
568830996365193216,united found flight airfarewatchdog,neutral
568830888089423872,united thats reply lol hoping least new plane maintained flight,negative
568830757730422784,united somebody say flight upgrade,negative
568830614289252352,united dm sent,neutral
568829906584346624,united tripitpro accurate delayed dept time hour late flightr hear curious,negative
568828543423123456,united tell airline lost mine family business day age message twitter travel fast,negative
568828240502128640,united trying reach number last standbye gave meal voucher potential day standbye,negative
568828240204333056,united disappointing customer service,negative
568828064152424448,united boarded time deplaned minute delay transparency cant wait give gold status aa,negative
568827741832916994,united stocker wife sarah stocker also called could connect customer service,negative
568827677001428992,united victim scam shit customer service time agent hung wtf teach staff,negative
568826499597524992,united flight frustration boiled dealing attendant attitude ridiculous,negative
568826225621405696,united nice know hour time worth free directtv everyone ever hear preventative maintenance,negative
568826215089475584,united may true however week matter still unresolved get supervisor manager help,negative
568825791644966912,united obviously one know darn thing around get resolved,negative
568825730718666754,united going forward shouldnt flight booking problem star alliance flight united app,neutral
568825463918833664,united notification yet staff board say accurate departure time,negative
568824987244584961,united im know seat actually narrower seat feel like maybe im extra bloated,negative
568823775745028096,united dm sent lack customer service getting ridiculous,negative
568822919633240064,united delayed going home getting really tired delay,negative
568822440631144448,united big thanks mn kn patiently clarifying united domestic world,positive
568821307766222848,united uh booked ua website price change,negative
568821261767303168,united im rebooked getting home hour late flightr planned chance ill ever see bag unhappytraveler,negative
568820700489781248,united united club team amp got seat late flightr still sure last min ual cancelled flightlation cost yet overbooked folk get,negative
568819406207356928,united flight yyc providing free food allowed back board broken lightbulb,negative
568819285990215680,united looking fare returned companion flight dont understand additional fee necessary,negative
568819025733652481,united thank much help ton whoever twitter acct today deserves handshake hot chocolate flight problemsolvers,positive
568818998445522944,united left headphone ua yhzewr long shot see worth tweet anyway,neutral
568818346042339328,united thousand fan jedediahbila asking give utmost effort get safe flight baggage soon,neutral
568818335200223232,united cant wait tpallini,positive
568817985147654144,united flight specific last two probably foot apart within sight,negative
568817894030741504,united love told would issue refund couldnt get u way hurricane denied,positive
568817637754593280,united without baggage day cant get update houston airport since monday worst service ever,negative
568817350864023552,united yes three different checker along walk plane overkill,negative
568815893641211905,united bummer might go americanair card instead ty response though,negative
568815686446788608,united lrunscupcakes please dm detail wed like help need assistance kp clarkhoward another airline issue,neutral
568815660815519744,united im sure business go else airline travel name kathryn sotelo,negative
568815514702770176,united please arrange someone arriving gate flight chicago either refund first class upgrade,neutral
568815354388078593,united made check carry flight pbi newark plane luggage stow full u r costing time money amp aggravation,negative
568815310016548865,united way contact flight work father pas heading denver,negative
568815280903864321,united two flight today let hope kit get treatment,negative
568815263900180480,united thnx,positive
568814123540221952,united please help regarding pnr azzf waitlisted flight,negative
568813570709782529,united emailed jim compton jeff smisek hopefully pay attention,neutral
568813431962226688,united hope solution insurance cover issue,negative
568813356296982528,united customer service solution might miss show,negative
568813269906890753,united deserves go bankrupt delayed outbound flight info connecting flight going miss,negative
568812829324775428,united flt delayed maintenance thats fixed cant board flight crew didnt stay boarding area fail,negative
568812129308053504,united anymore finally ticketed min takeoff sure confusion fullfare gsa ticket,negative
568811854216105984,united mile earned explorer card count toward lifetime mile,neutral
568810874204327936,united yes still dont know ive told might flight one confirm,negative
568810866830913536,united something missing checked baggage,neutral
568810700828741633,united wind chill ithica degree trouble losing clothes give tshirt ill burn warmth united,negative
568810539939459072,united aw thanks kind word totally make extra hour sitting airport soooo much better,positive
568810516740644864,united frontier currently offering weather exception weekend united,neutral
568810180269494272,united calling customer service delayed flight today luggage misplaced disaster across board,negative
568809620019527680,united crew notified passenger moved water fixed tarmac two hour,negative
568809617087696897,united link helpful put touch management,negative
568809558786899968,united u might imagine former pilot particularly touched gesture please let fo know keepingtraditionsalive,positive
568808975828955136,united delayed cmh ord ran gate min b connection door closed one around ignored st agent nd super rude thanksunited,negative
568808470536962048,united upgrd guess kit kat look tasty going near sandwich,negative
568807928154558464,united worse headed laguardia delayed tray table size mouse pad overhead size pocket,negative
568807894264578048,united iah ewr broken entertainment system wifi despite info app,negative
568807747661266945,united customer service terrible,negative
568807231396802560,united done,neutral
568806237804109825,united please send help asap kathrynsotelo flight chicago seat c airline,negative
568806138973540352,united define appreciate doubt worst major airline usa act much feedback,negative
568806118660673536,united yea refund airline ruined trip,negative
568806035294695424,united sent thank,positive
568805751386288128,united thats wonderful unfortunately doesnt help hr flight major u city disappointed,negative
568805571647942656,united thanks delaying flight hour missing connecting flight terrible customer service neveragain vacation,negative
568805448696115200,united got rebooked aa one question though automatically refund check baggage fee flight cancelled flightled,negative
568805444761681921,united good k team nothing short amazing everything,negative
568804253151731712,united new flight window kind ticked pick aisle seat hate window seat annoyed epicfail,negative
568804026789138433,united good fly united businessfirst,positive
568803679018491904,united nope rebook houston could get amarillo pm stuck sfo four hour,negative
568803598638796800,united thanks made,positive
568803260569690112,united past,neutral
568803231335387137,united thanks dmed hn,positive
568803218488033282,united money sucking airline terrible terrible customer service,negative
568803061361025024,united aware airbus fleet suck id rather fly c full rubber dog shit,negative
568803013487276033,united issuing exception policy denver weekend,neutral
568802906280845312,united need breakdown international surcharge flight cover please help,neutral
568802044309430272,united fyi staff telling customer try carrier,negative
568802013196242944,united couldnt possibly messed trip anymore thanks terrible airline disappointed,negative
568801885567606784,united wifi ua sf chicago thats p tech intro video joke epicfail,negative
568801561377439744,united flight thx,neutral
568801535662166016,united based suggestion passenger rental car standby one way another leaving,neutral
568801442770743296,united thanks reply box mine im missing one added bag,negative
568801277984944128,united wifi flight ua sf ord really wow,negative
568801276416401408,united give belfast hug new unmissable bushug format impact busads thinkbus belfastairport,neutral
568800974632050688,united worst,negative
568800389903962112,united haha clean plane held overnight hangar sound lovely also dont lie screensand say weather,negative
568797966489690112,united charge delay united still waiting,negative
568797800743313408,united adamkarren zj save checked snowboard trying check morning website want premgold,neutral
568797413529538562,united traveling fra thru iad mco tomorrow concerned abt iad weather cant change advisory issued advice,neutral
568797401772892161,united made feel guilty economy plus didnt pay extra leg room,negative
568796113081376768,united flight cancelled flightled new flight hopefully,negative
568795875612463104,united cancelled flightled newflight upset one cancelled flight could rented car would honest,negative
568795791445209088,united enjoyed heathrow lounge much almost missed airnzusa flight,positive
568795451341856768,united hi flight try book new one way flight departure show pm seems accurate,positive
568795018816675841,united stuck ord united cant find airplane lol upset terminal right,negative
568793902267936769,united contact requesting charity donation thankyou,neutral
568793432900177920,united wth honest customer better last change driving home plane left,negative
568793043664560128,united nd time row ive charged plane ticket united shouldnt check cc everytime,negative
568790336954175488,united need customer service manager contact please,neutral
568789500727570432,united flight really going leave newark today tell u rent car want end stranded,negative
568788947859607552,united thanks reply saw particularly helpful hungry vegetarian flying specific flight shrug,negative
568788152955092992,united funny boarding pas said priority clearly priority airline,negative
568787999036583936,united im sure offer nothing inconvenience put twice month tweet dont cut,negative
568787202341081088,united youll cancelled flight flight like,negative
568787022472740864,united screwing twice one month learned lesson,negative
568786817404817408,united whats point offering free checked bag lose,negative
568786811381616641,united cheer,neutral
568786745715757056,united please send linkemail formally compliment irene slc best customer service ever paxex,positive
568786206932250624,united thnx lo,positive
568786035053760512,united yes houston intl bush,neutral
568784261064622080,united hi flight cunewr show departure pm united app confirm doesnt look correct thanks,neutral
568782924302065665,united flight vega houston cancelled flighted morning due operation mean thank god woke early today,negative
568782405965713408,united thanks,neutral
568781213651087361,united education staff needed also turned away first class cabin passenger mileage plus,negative
568780030538420225,united item mine mysteriously ended checked bag ewr yow flight missing black box,negative
568779794902614016,united guessflight going cancelled flightled empty seat confirmed important frustrated,negative
568778986567933952,united instead making seat smallerthinner u jam people flightu concentrate maint amp happy customer,negative
568778028773347329,united need assistance pulling agent head ass,negative
568775278505414656,united gate definitely full parked wheel chocked customer service called unmet arrival,negative
568774320773849088,united abigailedge another glitch,negative
568773648724525056,united spite flight delay great customer service provided janet baggage employee karen wonderful employee united,positive
568771089372979200,united really hard time believing plane terminal delayed mechanical issue whatgives dullessucks,negative
568771007529398272,united start xdaily embraersa erj flight chicago flyohare evansville jun avgeek,neutral
568770352635121664,united flight almost half hour tarmac waiting paper cannot miss connection iah,negative
568769786890424320,united worst airline ever thanks slew rude agent staff making delayed flight even worse,negative
568768952366575618,united chance hell id rather walk worst airline ever,negative
568767621186912256,united worst major u airline proof theyre boarding plane outside galley door open degree weather wtf,negative
568767144407789569,united checked boardingpass wno checkin bagage guess im set,neutral
568761425029668864,united always make cross country flight rad hemispheresmag here baby flier charlotte thtimemonthsold,positive
568760341921959936,united late flight damage done easily worst airline experience life missed two connecting flight amp day work ua,negative
568760315569053696,united dont know aware premier access line closed terminal feel love,negative
568758807418896385,united firstclass london way londonfashionweek lfw,positive
568757933502148608,united disappointed learn charging use k mile upgrade p jfk flight looking alternative,negative
568757166674460672,united kidding ill send stuff thanks,neutral
568756110456270849,united faanews unacceptable practice leave cancelled flighted flight passenger sleep cement pillow ua,negative
568755759670022147,united u get crew member waiting told minute ago landed still gate,negative
568755688442191872,united flight massive fail delaying transport crew member causing many miss connection unreal,negative
568752875205238784,united worst customer experience houston intl airport ground support even staralliance member nightmare,negative
568751950935691265,united tremendous would recommend,neutral
568751415390285824,united help delayed flight im going miss connection,negative
568747605653643264,united im counting please dont let delayed needtocatchmynextflight alreadyrebookedonce,negative
568740200479793153,united impossible actually get passenger luggage final destination,negative
568738229274464256,united huge kudos fo sunday flt sjoiad handed daughter first pair wing keeping tradition alive,positive
568736451237707776,united awesome new plane flight,positive
568735994838589441,united flightdelay early craft arrival pilot stuck traffic fail nocustomerservice nocompensation,negative
568731988082999296,united oh united much despise thee,negative
568731785019990017,united let see today hoping ontime dept dullestostatecollege runningonthreehoursofsleep delayedovernight,neutral
568731155303956480,united flt capt herman amazing came flight play ask captain anything wonderful ambassador airline,positive
568726628639100928,united airline biggest joke operation world,negative
568725453831315456,united going baggage claim newarktiredandwanttogohome,negative
568723674934722560,united usually lounge staff fantastic except today mco almost denied entry lounge even though traveling unitedfirst,negative
568722339833126912,united hour delay misplaced bag poor communication worse unsympathetic confrontational gate agent cool,negative
568720333634609153,united dont respond email facebook msg im still wating ticket im getting really angry disappointed,negative
568716618794209280,united send jeff smisek trip jetblue sw make sure take note would never choose fly united,negative
568716388866629632,united disappointed service level staff communication bummer,negative
568716027577696256,united predawn flight miami ewr annual sobewff trip,neutral
568716015338717184,thanks united great news u wont refund ticket due bad exchange rate knew u would come sens gg unitedappeals,negative
568715107892641792,united thank wonderful global first class flight fra great service cont,positive
568710194575872001,united got look forward hearing soon,neutral
568706817980796928,united going rectify please direct complaint department stickingtodelta,negative
568702964623216643,thank united united danroam thats beautiful place stay day longer rebooked let know mn,positive
568701051903336448,united top flight attendant talked loudly throug flight even light dimmed resulting sleep,negative
568699390962958336,united seems like one united help lot finger pointed zero people stepping least gate oreo,negative
568696518665998336,united access dial make faster,negative
568695647202717696,united ill impressed actually get response,neutral
568694278890901504,united hi left asus tablet flight heathrow newark th feb wondered long take someone check found,neutral
568693355183538177,united hr delay start huge queue security representative meet u rude staff baggage reclaim inefficient,negative
568690023513526272,united worst flight attendant like angry drunk aunt everything argument,negative
568678201590996992,united black white eu law cancelled flightled flight want money,negative
568677786329735168,united accordingly u dont respond,negative
568677633682214912,united extra care airline unitedairlines dont care trust customerservice non existent dont,negative
568677317590937600,united another unfortunate case bad luck usually maintenance issue swapping plane ont get late flight,negative
568677207062609920,united shame great customer service wasnt continued sfo slightly absurd,negative
568676876866224128,united onlyinamerica day word unitedairlines customerservices bad pr guy,negative
568676407729131520,united still awaiting reply ur customer service day response lousy unitedairlines,negative
568675083314552832,united alright thank much appreciated,positive
568673332184240129,united happened airline theyve given flight voucher transparent problem,negative
568672467889176577,united thanks im booked spent extra hr ten w explanation flying middle seat char instead memphis,negative
568672436977168385,united agent rick clifton seahou told father dying needed get handbag cabin nothing shameful,negative
568671211430891520,united chance allowing reflight booking problem yet travel denver weekend due impending storm,neutral
568670928407625729,watched crew escorted back st class prebooked really united jenniferwalshpr dissatisfaction und,negative
568669880922165248,united thanks yup im set happens slc ground staff prompt helpful courteous,positive
568668364144398336,plenty empty seat coach united dissatisfaction understood crew member traveling duty prebooked f,negative
568667108252319744,united good didnt die anything say get pay,negative
568663431433187328,united thank much able contact,positive
568662835829415936,united maybe return trip,positive
568662525530628096,united staff laguardia lagos nigeria unprofessional uncaring helpful ou,negative
